21000489,17.5,20,20,0,20
21400180,20,20,20,5,5
21500197,20,5,20,5,20
21500243,20,20,20,20,20
21500280,18.75,20,20,5,20
21500713,17.5,5,0,0,0
21600078,17.5,20,20,5,5
21600656,20,20,20,20,20
21600755,13.75,20,20,5,20
21200578,15,20,20,5,5
